author	gender	age_group	extroverted	stable	agreeable	conscientious	open	documents	semicleaned	tokenized	pos_fw
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"@username a torrar ?		"	 a torrar ? 	  a torrar ?	SPACE a NOUN ?
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Aeroparque Jorge Newbery (AEP) w/ @username @username http://t.co/dsf4KbLJ		"	i'm at aeroparque jorge newbery (aep) w/ 	I be at aeroparque jorge newbery ( aep ) w/	I be at ADJ NOUN NOUN ( PROPN ) NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I just unlocked the ""Swarm"" badge on @username! http://t.co/OY7jUNga		"	"i just unlocked the ""swarm"" badge on ! "	"I just unlock the "" swarm "" badge on !"	"I just VERB the "" NOUN "" NOUN on !"
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/ItP3vnRX		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Los yankis bailan cuarteto pero despasito ! :p (@username Edinburgh Castle w/ 3 others) http://t.co/RLp6mlF8		"	los yankis bailan cuarteto pero despasito ! :p ( edinburgh castle w/ 0 others) 	los yankis bailan cuarteto pero despasito ! :p ( edinburgh castle w/ 0 other )	PROPN PROPN PROPN ADJ PROPN NOUN ! PUNCT ( PROPN VERB PROPN NUM other )
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"A lot people with pride  http://t.co/yofp2BHU		"	a lot people with pride 	a lot people with pride	a NOUN NOUN with NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/4H81DAbJ		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/jDd4cUkW		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/GMSVlMLd		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/4qM2q4zc		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Powell Street Cable Car Turnaround (San Francisco, CA) w/ 2 others http://t.co/BZ29S9Xw		"	i'm at powell street cable car turnaround (san francisco, ca) w/ 0 others 	I be at powell street cable car turnaround ( san francisco , ca ) w/ 0 other	I be at PROPN NOUN NOUN NOUN NOUN ( PROPN PROPN , ca ) PROPN NUM other
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at San Francisco Pride (San Francisco, CA) w/ 52 others http://t.co/3nftYQxS		"	i'm at san francisco pride (san francisco, ca) w/ 00 others 	I be at san francisco pride ( san francisco , ca ) w/ 00 other	I be at PROPN PROPN PROPN ( PROPN PROPN , ca ) PROPN NUM other
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Civic Center Plaza (San Francisco, CA) w/ 23 others http://t.co/uMpyBbvH		"	i'm at civic center plaza (san francisco, ca) w/ 00 others 	I be at civic center plaza ( san francisco , ca ) w/ 00 other	I be at ADJ NOUN PROPN ( PROPN PROPN , ca ) PROPN NUM other
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/XXmKTwZg		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Smirnoff girls http://t.co/voF1LOkq		"	smirnoff girls 	smirnoff girl	PROPN NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/zfYSYSZL		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/PnYeeW5w		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at HI San Francisco City Center (San Francisco, CA) w/ 2 others http://t.co/R7WAncT0		"	i'm at hi san francisco city center (san francisco, ca) w/ 0 others 	I be at hi san francisco city center ( san francisco , ca ) w/ 0 other	I be at INTJ PROPN PROPN PROPN PROPN ( PROPN PROPN , ca ) PROPN NUM other
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/sCfndyyB		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Naked men all over the pride  http://t.co/mtsgCl1g		"	naked men all over the pride 	naked man all over the pride	ADJ NOUN all over the NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/GIL6DkzJ		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"All over the city  http://t.co/8pbEFSnH		"	all over the city 	all over the city	all over the NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"""Go to R Bar. Get a group of friends and take a Fernet shot."" @username R Bar via Anna M.: http://t.co/3VLLJZZo #4sqTip		"	"""go to r bar. get a group of friends and take a fernet shot."" r bar via anna m.: "	""" go to r bar . get a group of friend and take a fernet shot . "" r bar via anna m. :"	""" go to NOUN NOUN . get a NOUN of NOUN and take a NOUN NOUN . "" NOUN NOUN via NOUN NOUN :"
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/3TfTCudQ		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Geeky meeting near the gate  http://t.co/iI7wHFdk		"	geeky meeting near the gate 	geeky meeting near the gate	NOUN NOUN ADP the NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at 500 Startups (Mountain View, CA) w/ 6 others [pic]: http://t.co/ScCcHFFV		"	i'm at 000 startups (mountain view, ca) w/ 0 others [pic]: 	I be at 000 startup ( mountain view , ca ) w/ 0 other [ pic ] :	I be at NUM NOUN ( NOUN NOUN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Google HQ (Mountain View, Ca) [pic]: http://t.co/3w6ZHJYX		"	i'm at google hq (mountain view, ca) [pic]: 	I be at google hq ( mountain view , ca ) [ pic ] :	I be at PROPN PROPN ( NOUN NOUN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Googleplex - Google Store (Mountain View, CA) [pic]: http://t.co/pFzf3mwi		"	i'm at googleplex - google store (mountain view, ca) [pic]: 	I be at googleplex - google store ( mountain view , ca ) [ pic ] :	I be at ADJ - PROPN NOUN ( NOUN NOUN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Googleplex - Steam Cafe (Mountain View, CA) http://t.co/8naaceEG		"	i'm at googleplex - steam cafe (mountain view, ca) 	I be at googleplex - steam cafe ( mountain view , ca )	I be at ADJ - NOUN NOUN ( NOUN NOUN , ca )
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Google Android Camp (Mountain View, CA) w/ 2 others [pic]: http://t.co/j91mp8hi		"	i'm at google android camp (mountain view, ca) w/ 0 others [pic]: 	I be at google android camp ( mountain view , ca ) w/ 0 other [ pic ] :	I be at PROPN PROPN NOUN ( NOUN NOUN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Computer History Museum (Mountain View, CA) [pic]: http://t.co/aTWr6voo		"	i'm at computer history museum (mountain view, ca) [pic]: 	I be at computer history museum ( mountain view , ca ) [ pic ] :	I be at NOUN NOUN NOUN ( NOUN NOUN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Hard disk of late 60s. It still works ! http://t.co/BVt5aUnQ		"	hard disk of late 00s. it still works ! 	hard disk of late 00 . it still work !	ADJ NOUN of ADJ NUM . it still VERB !
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"@username thanks for receiving us this afternoon, u r very cool people and inspired us to follow your steps		"	 thanks for receiving us this afternoon, u r very cool people and inspired us to follow your steps 	  thank for receive we this afternoon , u r very cool people and inspire we to follow your step	SPACE VERB for VERB we this NOUN , PRON VERB very ADJ NOUN and VERB we to VERB your NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Good morning SF http://t.co/O0C3aI54		"	good morning sf 	good morning sf	ADJ NOUN NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Google Engage (@username Googleplex - 1900) [pic]: http://t.co/EtnQRYlV		"	google engage ( googleplex - 0000) [pic]: 	google engage ( googleplex - 0000 ) [ pic ] :	PROPN PROPN ( NOUN - NUM ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Googleplex - Long Life (Mountain View, CA) w/ 3 others [pic]: http://t.co/9H95ylXf		"	i'm at googleplex - long life (mountain view, ca) w/ 0 others [pic]: 	I be at googleplex - long life ( mountain view , ca ) w/ 0 other [ pic ] :	I be at ADJ - ADJ NOUN ( NOUN NOUN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Jelly bean it's here (@username Google Android Camp w/ 2 others) [pic]: http://t.co/9a1oE2E7		"	jelly bean it's here ( google android camp w/ 0 others) [pic]: 	jelly bean it be here ( google android camp w/ 0 other ) [ pic ] :	ADV NOUN it be here ( PROPN PROPN NOUN NOUN NUM other ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"People of @username rocking at #google #io12 http://t.co/4JDp9DYe		"	people of rocking at 	people of rock at	NOUN of NOUN at
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"It's a Startup world @username google #io12 #gdg http://t.co/ASyLqc4R		"	it's a startup world google 	it be a startup world google	it be a ADJ NOUN PROPN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Google I/O 2012 w/ 18 others [pic]: http://t.co/AmSxwVIh		"	i'm at google i/o 0000 w/ 00 others [pic]: 	I be at google i / o 0000 w/ 00 other [ pic ] :	I be at PROPN i / NOUN NUM NOUN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"""Only 10 percent of USA citizen has passport, this is awful truth""		"	"""only 00 percent of usa citizen has passport, this is awful truth"" "	""" only 00 percent of usa citizen have passport , this be awful truth """	""" only NUM NOUN of PROPN PROPN have NOUN , this be ADJ NOUN """
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Just posted a photo http://t.co/Na9BlbnP		"	just posted a photo 	just post a photo	just VERB a NOUN
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Pancho Villa Taqueria (San Francisco, CA) w/ 5 others [pic]: http://t.co/RUWwwtvY		"	i'm at pancho villa taqueria (san francisco, ca) w/ 0 others [pic]: 	I be at pancho villa taqueria ( san francisco , ca ) w/ 0 other [ pic ] :	I be at NOUN PROPN PROPN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Dalva (San Francisco, CA) w/ 3 others [pic]: http://t.co/QYbvEzLv		"	i'm at dalva (san francisco, ca) w/ 0 others [pic]: 	I be at dalva ( san francisco , ca ) w/ 0 other [ pic ] :	I be at ADJ ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"""Mission bar Dalva was named after a a book of the same name by Jim Harrison."" @username Dalva via @usernamescoutmob: http://t.co/9ScUefbQ #foursquare		"	"""mission bar dalva was named after a a book of the same name by jim harrison."" dalva via : "	""" mission bar dalva be name after a a book of the same name by jim harrison . "" dalva via :"	""" NOUN PROPN PROPN be name after a a NOUN of the same name by PROPN PROPN . "" ADJ via :"
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"""SF Weekly’s Best Of 2011 Winner – Editorial Pick – BEST BAR INSIDE A BAR..."" @username Dalva via @usernamesfweeklystreet: http://t.co/zS5iwJ0b #foursquare		"	"""sf weekly’s best of 0000 winner – editorial pick – best bar inside a bar."" dalva via : "	""" sf weekly ’s good of 0000 winner – editorial pick – good bar inside a bar . "" dalva via :"	""" PROPN ADJ ’s ADJ of NUM NOUN – ADJ NOUN – ADJ NOUN ADP a NOUN . "" ADJ via :"
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Mashery (San Francisco, CA) w/ 2 others [pic]: http://t.co/jCMfFC5o		"	i'm at mashery (san francisco, ca) w/ 0 others [pic]: 	I be at mashery ( san francisco , ca ) w/ 0 other [ pic ] :	I be at PROPN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Mashery (San Francisco, CA) w/ 4 others [pic]: http://t.co/2TNhBdLf		"	i'm at mashery (san francisco, ca) w/ 0 others [pic]: 	I be at mashery ( san francisco , ca ) w/ 0 other [ pic ] :	I be at PROPN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Off the Grid: UN Plaza (San Francisco, California) [pic]: http://t.co/0sn575m0		"	i'm at off the grid: un plaza (san francisco, california) [pic]: 	I be at off the grid : un plaza ( san francisco , california ) [ pic ] :	I be at off the NOUN : PROPN PROPN ( PROPN PROPN , PROPN ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Apple Store (San Francisco, CA) w/ 5 others [pic]: http://t.co/4m3AYJ8x		"	i'm at apple store (san francisco, ca) w/ 0 others [pic]: 	I be at apple store ( san francisco , ca ) w/ 0 other [ pic ] :	I be at NOUN NOUN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Hilton San Francisco Union Square (San Francisco, CA) w/ 2 others [pic]: http://t.co/dLEkyMJL		"	i'm at hilton san francisco union square (san francisco, ca) w/ 0 others [pic]: 	I be at hilton san francisco union square ( san francisco , ca ) w/ 0 other [ pic ] :	I be at PROPN PROPN PROPN PROPN PROPN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Jasper's Corner Tap & Kitchen (San Francisco, CA) [pic]: http://t.co/nncbWnUA		"	i'm at jasper's corner tap & kitchen (san francisco, ca) [pic]: 	I be at jasper 's corner tap & kitchen ( san francisco , ca ) [ pic ] :	I be at NOUN 's NOUN NOUN & PROPN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Helen Wills Playground (San Francisco, CA) [pic]: http://t.co/QfL7HADq		"	i'm at helen wills playground (san francisco, ca) [pic]: 	I be at helen will playground ( san francisco , ca ) [ pic ] :	I be at PROPN will VERB ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Lombard/Hyde Cable Car Stop http://t.co/AcxUt46i		"	i'm at lombard/hyde cable car stop 	I be at lombard / hyde cable car stop	I be at NOUN / PROPN NOUN NOUN VERB
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Fisherman's Wharf Sign (San Francisco, CA) w/ 3 others [pic]: http://t.co/nniUFlJd		"	i'm at fisherman's wharf sign (san francisco, ca) w/ 0 others [pic]: 	I be at fisherman 's wharf sign ( san francisco , ca ) w/ 0 other [ pic ] :	I be at NOUN 's NOUN NOUN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Bubba Gump Shrimp Co (San Francisco, CA) w/ 3 others [pic]: http://t.co/r3DGuZpA		"	i'm at bubba gump shrimp co (san francisco, ca) w/ 0 others [pic]: 	I be at bubba gump shrimp co ( san francisco , ca ) w/ 0 other [ pic ] :	I be at ADJ NOUN NOUN PROPN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Apple Store (San Francisco, CA) w/ 7 others [pic]: http://t.co/ZZOOClHs		"	i'm at apple store (san francisco, ca) w/ 0 others [pic]: 	I be at apple store ( san francisco , ca ) w/ 0 other [ pic ] :	I be at NOUN NOUN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Disney Store (San Francisco, CA) [pic]: http://t.co/tytNX00Q		"	i'm at disney store (san francisco, ca) [pic]: 	I be at disney store ( san francisco , ca ) [ pic ] :	I be at PROPN PROPN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Code for America (San Francisco, CA) w/ 10 others [pic]: http://t.co/lhpZYfv2		"	i'm at code for america (san francisco, ca) w/ 00 others [pic]: 	I be at code for america ( san francisco , ca ) w/ 00 other [ pic ] :	I be at NOUN for PROPN ( PROPN PROPN , ca ) NOUN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I just unlocked the ""Greasy Spoon"" badge on @username for checking in at diners! Bring on the burgers! http://t.co/oGQVZElL		"	"i just unlocked the ""greasy spoon"" badge on for checking in at diners! bring on the burgers! "	"I just unlock the "" greasy spoon "" badge on for check in at diner ! bring on the burger !"	"I just VERB the "" NOUN NOUN "" VERB on for NOUN in at NOUN ! VERB on the NOUN !"
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Pinecrest Diner (San Francisco, CA) http://t.co/5VjbGgjI		"	i'm at pinecrest diner (san francisco, ca) 	I be at pinecrest diner ( san francisco , ca )	I be at ADJ NOUN ( PROPN PROPN , ca )
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at HI San Francisco City Center (San Francisco, CA) http://t.co/ES2KeKSW		"	i'm at hi san francisco city center (san francisco, ca) 	I be at hi san francisco city center ( san francisco , ca )	I be at INTJ PROPN PROPN PROPN PROPN ( PROPN PROPN , ca )
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"4th of J gringo party (@username Cova Hotel w/ 2 others) [pic]: http://t.co/OO9u64tP		"	0th of j gringo party ( cova hotel w/ 0 others) [pic]: 	0th of j gringo party ( cova hotel w/ 0 other ) [ pic ] :	ADJ of PROPN NOUN PROPN ( VERB PROPN PROPN NUM other ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Bigfoot Lodge (San Francisco, CA) [pic]: http://t.co/EwpCRZdI		"	i'm at bigfoot lodge (san francisco, ca) [pic]: 	I be at bigfoot lodge ( san francisco , ca ) [ pic ] :	I be at PROPN PROPN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I just unlocked the ""Great Outdoors"" badge on @username for checking in at outdoor spots! Freedom! http://t.co/3XaWoAPo		"	"i just unlocked the ""great outdoors"" badge on for checking in at outdoor spots! freedom! "	"I just unlock the "" great outdoors "" badge on for check in at outdoor spot ! freedom !"	"I just VERB the "" ADJ ADV "" NOUN on for NOUN in at ADJ NOUN ! NOUN !"
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Chinatown Gate (San Francisco, CA) w/ 2 others [pic]: http://t.co/Ogt65RUv		"	i'm at chinatown gate (san francisco, ca) w/ 0 others [pic]: 	I be at chinatown gate ( san francisco , ca ) w/ 0 other [ pic ] :	I be at PROPN PROPN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Chinatown (San Francisco, CA) w/ 3 others [pic]: http://t.co/gXNiZ6I8		"	i'm at chinatown (san francisco, ca) w/ 0 others [pic]: 	I be at chinatown ( san francisco , ca ) w/ 0 other [ pic ] :	I be at PROPN ( PROPN PROPN , ca ) PROPN NUM other [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at First public school In California (San Francisco, CA) [pic]: http://t.co/93QJ0CjG		"	i'm at first public school in california (san francisco, ca) [pic]: 	I be at first public school in california ( san francisco , ca ) [ pic ] :	I be at first ADJ NOUN in PROPN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Sue Bierman Park (San Francisco, CA) [pic]: http://t.co/7OMwh662		"	i'm at sue bierman park (san francisco, ca) [pic]: 	I be at sue bierman park ( san francisco , ca ) [ pic ] :	I be at NOUN PROPN PROPN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Vaillancourt Fountain (San Francisco, CA) [pic]: http://t.co/6ss9ysxN		"	i'm at vaillancourt fountain (san francisco, ca) [pic]: 	I be at vaillancourt fountain ( san francisco , ca ) [ pic ] :	I be at PROPN PROPN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Embarcadero Center Walkway (San Francisco, CA) [pic]: http://t.co/5etKNDQm		"	i'm at embarcadero center walkway (san francisco, ca) [pic]: 	I be at embarcadero center walkway ( san francisco , ca ) [ pic ] :	I be at PROPN PROPN NOUN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"Grain salad +salmon and Heretic evil twin beer (@username Jasper's Corner Tap & Kitchen w/ 3 others) [pic]: http://t.co/8Y4XyoRm		"	grain salad +salmon and heretic evil twin beer ( jasper's corner tap & kitchen w/ 0 others) [pic]: 	grain salad + salmon and heretic evil twin beer ( jasper 's corner tap & kitchen w/ 0 other ) [ pic ] :	NOUN NOUN CCONJ NOUN and ADJ ADJ ADJ NOUN ( NOUN 's NOUN NOUN & PROPN PROPN NUM other ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I'm at Chinatown (San Francisco, CA) [pic]: http://t.co/eDlcX2kg		"	i'm at chinatown (san francisco, ca) [pic]: 	I be at chinatown ( san francisco , ca ) [ pic ] :	I be at PROPN ( PROPN PROPN , ca ) [ NOUN ] :
3e2cdc34	M	25-34	0.3	0.5	0.1	0.2	0.2	"I just unlocked the ""Overshare"" badge on @username! http://t.co/aqrJJu4R		"	"i just unlocked the ""overshare"" badge on ! "	"I just unlock the "" overshare "" badge on !"	"I just VERB the "" NOUN "" NOUN on !"
